ff40 00e2 // group 0 point0
ff39 ff68 // group 0 point1
00c1 ff7b // group 0 point2
0099 008e // group 0 point3
ff20 00bd // group 0 point4
00be ff1d // group 0 point5
0097 ff27 // group 0 point6
00e6 ff2a // group 0 point7
ff3b 0085 // group 0 point8
00fa 00a6 // group 0 point9
00a8 00d6 // group 0 point10
00c5 00ba // group 0 point11
0090 00dd // group 0 point12
ff57 00a5 // group 0 point13
009f 0095 // group 0 point14
ff35 ff63 // group 0 point15
00e8 00b4 // group 0 point16
00af ff20 // group 0 point17
ff48 ff2c // group 0 point18
0092 ff33 // group 0 point19
ff3f 009a // group 0 point20
0085 007c // group 0 point21
006b ff68 // group 0 point22
ff60 00dc // group 0 point23
ff7a 00f6 // group 0 point24
00ad ff3d // group 0 point25
010a 0092 // group 0 point26
ff2c 00c6 // group 0 point27
00b3 ff4f // group 0 point28
008e 00cc // group 0 point29
00ab 008c // group 0 point30
00b5 00a0 // group 0 point31
ff56 009c // group 0 point32
ff57 ff34 // group 0 point33
005f ff3b // group 0 point34
00cd ff78 // group 0 point35
00b0 ff45 // group 0 point36
ff76 0091 // group 0 point37
ff2f ff33 // group 0 point38
009c ff3c // group 0 point39
ff6d ff6f // group 0 point40
00b6 ff6a // group 0 point41
00a0 ff52 // group 0 point42
00c1 00a8 // group 0 point43
fefa 00d7 // group 0 point44
00d7 00bf // group 0 point45
ff27 ff65 // group 0 point46
ff35 ff5d // group 0 point47
fef6 ff6e // group 0 point48
009d ff54 // group 0 point49
ff08 00a6 // group 0 point50
00c4 ff13 // group 0 point51
00b1 fef0 // group 0 point52
ff63 ff02 // group 0 point53
ff4b ff5a // group 0 point54
ff46 ff42 // group 0 point55
ff7a ff46 // group 0 point56
ff7f 00f3 // group 0 point57
ff66 ff66 // group 0 point58
ff52 00a4 // group 0 point59
00e3 0101 // group 0 point60
00c0 ff34 // group 0 point61
009b ff56 // group 0 point62
00c9 0064 // group 0 point63
00c5 00cd // group 0 point64
ff76 ff47 // group 0 point65
ff74 ff7d // group 0 point66
ff65 00b8 // group 0 point67
00b9 00b8 // group 0 point68
0073 0085 // group 0 point69
ff2f 00b1 // group 0 point70
ff68 00b0 // group 0 point71
00de ff48 // group 0 point72
00f5 ff63 // group 0 point73
00b7 ff95 // group 0 point74
ff3b ff6b // group 0 point75
00a5 ff1d // group 0 point76
ff7f ff4f // group 0 point77
ff48 009e // group 0 point78
ff64 00b5 // group 0 point79
00bd 0093 // group 1 point0
00df 00a2 // group 1 point1
0085 ff7d // group 1 point2
007e 00ee // group 1 point3
