0011 0021 // group 0 point0
000b ffc8 // group 0 point1
001b 0007 // group 0 point2
0018 0002 // group 0 point3
0004 0021 // group 0 point4
fff1 0001 // group 0 point5
0012 fffc // group 0 point6
0004 001a // group 0 point7
0014 001c // group 0 point8
000b 0004 // group 0 point9
ffeb ffd9 // group 0 point10
ffdb fffe // group 0 point11
002c 0033 // group 0 point12
fffa ffde // group 0 point13
0004 000a // group 0 point14
0030 0006 // group 0 point15
ffdd fff2 // group 0 point16
fff9 000c // group 0 point17
ffdc 0011 // group 0 point18
0006 ffeb // group 0 point19
ffe2 fff9 // group 0 point20
fff5 fff4 // group 0 point21
ffdb fff0 // group 0 point22
0005 0016 // group 0 point23
fffe ffeb // group 0 point24
fff0 fffa // group 0 point25
ffe7 ffe3 // group 0 point26
0009 000e // group 0 point27
fffa 001b // group 0 point28
0019 0012 // group 0 point29
ffed fffd // group 0 point30
ffe4 ffdb // group 0 point31
ffe8 0001 // group 0 point32
0000 fffb // group 0 point33
ffd2 0022 // group 0 point34
0001 fffe // group 0 point35
ffe7 0001 // group 0 point36
000d 0003 // group 0 point37
001b 0008 // group 0 point38
0001 fff0 // group 0 point39
0018 fffc // group 0 point40
fffe ffed // group 0 point41
fffd fffe // group 0 point42
ffdd ffde // group 0 point43
ffbd fff0 // group 0 point44
0028 0000 // group 0 point45
ffed ffec // group 0 point46
0015 fff8 // group 0 point47
ffee 0008 // group 0 point48
ffe1 ffef // group 0 point49
0012 0009 // group 0 point50
0017 0016 // group 0 point51
fff7 fffc // group 0 point52
000b 0014 // group 0 point53
0024 ffff // group 0 point54
001f fff3 // group 0 point55
0036 0020 // group 0 point56
fff6 0048 // group 0 point57
ffe7 0005 // group 0 point58
000c fff3 // group 0 point59
0004 000d // group 0 point60
ffee ffe0 // group 0 point61
fff2 001c // group 0 point62
fffa 000a // group 0 point63
0006 001f // group 0 point64
000f ffce // group 0 point65
0014 0001 // group 0 point66
0019 fffd // group 0 point67
0007 0018 // group 0 point68
fff7 0000 // group 0 point69
0013 fffc // group 0 point70
0000 0011 // group 0 point71
0017 001b // group 0 point72
000b 000e // group 0 point73
ffe9 ffe6 // group 0 point74
ffd7 0006 // group 0 point75
002a 0036 // group 0 point76
fffd ffdc // group 0 point77
0003 000e // group 0 point78
0031 000e // group 0 point79
001a ffd0 // group 1 point0
fffe 0005 // group 1 point1
fff3 001a // group 1 point2
0006 000f // group 1 point3
0008 fff1 // group 1 point4
0009 ffed // group 1 point5
000d ffea // group 1 point6
ffe9 fff7 // group 1 point7
fff5 fffa // group 1 point8
001b 0004 // group 1 point9
000c 001f // group 1 point10
ffff 002e // group 1 point11
001d 000c // group 1 point12
0003 ffe6 // group 1 point13
0016 0039 // group 1 point14
002d 0008 // group 1 point15
0011 fff3 // group 1 point16
000b 0019 // group 1 point17
ffe8 0009 // group 1 point18
fff0 ffcf // group 1 point19
0005 0005 // group 1 point20
fffe ffe6 // group 1 point21
ffeb ffe9 // group 1 point22
000f 0017 // group 1 point23
ffdb 0016 // group 1 point24
0001 ffe9 // group 1 point25
ffff ffef // group 1 point26
0006 ffee // group 1 point27
ffcf ffd1 // group 1 point28
0013 000a // group 1 point29
fff4 ffe1 // group 1 point30
0017 0010 // group 1 point31
ffe5 ffd9 // group 1 point32
0017 ffdc // group 1 point33
001c ffec // group 1 point34
ffd9 0007 // group 1 point35
000d 0008 // group 1 point36
ffe4 ffec // group 1 point37
fff4 0019 // group 1 point38
0018 fff7 // group 1 point39
000e 0029 // group 1 point40
0009 0015 // group 1 point41
0010 fff1 // group 1 point42
ffec fffe // group 1 point43
000e 0033 // group 1 point44
ffe1 0014 // group 1 point45
0006 ffd6 // group 1 point46
0006 fff1 // group 1 point47
0003 fff5 // group 1 point48
0014 0018 // group 1 point49
0005 0005 // group 1 point50
fff5 ffff // group 1 point51
fff7 0004 // group 1 point52
ffff ffd9 // group 1 point53
0014 001d // group 1 point54
0002 000a // group 1 point55
002c fff7 // group 1 point56
ffed ffdc // group 1 point57
0036 fffc // group 1 point58
0005 0016 // group 1 point59
0001 fffb // group 1 point60
000f ffea // group 1 point61
002d 000f // group 1 point62
000d fffd // group 1 point63
0017 ffcc // group 1 point64
fff3 000a // group 1 point65
fff8 0013 // group 1 point66
fffe 000d // group 1 point67
ffff fff3 // group 1 point68
0006 ffe7 // group 1 point69
0009 ffe8 // group 1 point70
ffeb fff1 // group 1 point71
ffee fff1 // group 1 point72
0019 000d // group 1 point73
0008 002a // group 1 point74
fff8 002e // group 1 point75
0025 0011 // group 1 point76
0006 ffed // group 1 point77
